"COG-ID","date"
"PHEC-YYBDXFY",2021.6383561643836
"PHEC-YYBF9AF",2021.6082191780822
"MILK-B39F51",2020.8333333333333
"MILK-BE73B0",2020.9071038251366
"MILK-BFFA65",2020.9180327868853
"MILK-BFFA92",2020.9180327868853
"MILK-BFFAED",2020.9180327868853
"MILK-C51426",2020.9426229508197
"MILK-C53D74",2020.9426229508197
"MILK-DAC8E3",2020.9890710382513
"MILK-DABBCD",2020.9890710382513
"MILK-DAC90E",2020.9890710382513
"QEUH-13D4BA4",2021.1890410958904
"QEUH-14E4EF2",2021.2630136986302
"QEUH-13C3F60",2021.1835616438357
"OXON-F3FF0C",2020.9535519125684
"OXON-F40560",2020.9371584699454
"OXON-F405BB",2020.950819672131
"OXON-F40630",2020.9344262295083
"OXON-F406D6",2020.9398907103825
"OXON-F407F1",2020.950819672131
"OXON-F40867",2020.9344262295083
"OXON-F40894",2020.9398907103825
"OXON-F40946",2020.948087431694
"OXON-F40A52",2020.950819672131
"OXON-F40ADA",2020.9535519125684
"OXON-F40B31",2020.950819672131
"OXON-F40C98",2020.9535519125684
"OXON-F40CF2",2020.9535519125684
"OXON-F41383",2020.9535519125684
"OXON-F41FAD",2020.9562841530055
"OXON-F42A23",2020.9590163934427
"OXON-F42A8D",2020.9562841530055
"OXON-F42A9C",2020.9562841530055
"OXON-F42D0C",2020.9617486338798
"OXON-F42DDF",2020.964480874317
"OXON-F43B01",2020.9590163934427
"OXON-F436C4",2020.9590163934427
"OXON-F437A3",2020.9590163934427
"OXON-F43943",2020.9562841530055
"OXON-F43F6F",2020.9617486338798
"OXON-F442A1",2020.9754098360656
"OXON-F447B1",2020.967213114754
"OXON-F44A12",2020.9699453551912
"OXON-F44A6D",2020.9699453551912
"OXON-F44AC7",2020.9699453551912
"OXON-F44BC4",2020.9699453551912
"OXON-F44C1C",2020.9699453551912
"OXON-F44C58",2020.9699453551912
"OXON-F44D28",2020.9699453551912
"OXON-F44DA0",2020.9754098360656
"OXON-F45237",2020.9726775956285
"OXON-F453AD",2020.9726775956285
"OXON-F4564A",2020.9754098360656
"OXON-F457ED",2020.9754098360656
"OXON-F45871",2020.9754098360656
"OXON-F45AA8",2020.9890710382513
"OXON-F45C57",2020.9863387978141
"OXON-F45C84",2020.9863387978141
"OXON-F45CA2",2020.9863387978141
"OXON-F4603C",2020.9726775956285
"OXON-F460C3",2020.9754098360656
"OXON-F46157",2020.9863387978141
"OXON-F46209",2020.9863387978141
"OXON-F46324",2020.9863387978141
"OXON-F464A9",2020.9863387978141
"OXON-F46940",2020.9535519125684
"OXON-F46CFC",2020.9699453551912
"OXON-F46D08",2020.9726775956285
"OXON-F46D80",2020.9726775956285
"OXON-F46DAE",2020.9726775956285
"OXON-F46EAB",2020.9726775956285
"OXON-F46FB7",2020.9699453551912
"OXON-F471A1",2020.9918032786886
"OXON-F474A8",2020.9918032786886
"OXON-F4799A",2020.9918032786886
"OXON-F47B49",2020.9918032786886
"OXON-F47BC1",2020.9863387978141
"OXON-F48146",2020.9918032786886
"OXON-F48322",2020.9918032786886
"OXON-F485D1",2020.9918032786886
"OXON-F485FF",2020.9945355191257
"OXON-F48EF4",2020.9945355191257
"OXON-F49075",2020.9945355191257
"OXON-F4934F",2020.9945355191257
"OXON-F494C4",2020.9918032786886
"OXON-F49B74",2020.9945355191257
"OXON-F49ED5",2021.0054794520547
"OXON-F49F3C",2021.0082191780823
"OXON-F4A0ED",2021.0027397260274
"OXON-F4A41E",2020.9972677595629
"OXON-F4A92E",2021.0054794520547
"OXON-F4B125",2021.0082191780823
"OXON-F4B310",2021.0054794520547
"OXON-F4B50B",2021.0054794520547
"OXON-F4B732",2021.0082191780823
"OXON-F4B86C",2021.0082191780823
"OXON-F4BA0C",2021.0082191780823
"OXON-F4BC51",2021.0082191780823
"OXON-F4BF3A",2021.0109589041097
"OXON-F4DA37",2021.013698630137
"OXON-F4DAFB",2021.0109589041097
"OXON-F4DD2F",2021.0082191780823
"OXON-F4E30E",2021.0109589041097
"OXON-F52677",2021.0082191780823
"OXON-F5289F",2021.013698630137
"OXON-F528AE",2021.013698630137
"OXON-F52914",2021.013698630137
"OXON-F52941",2021.0109589041097
"OXON-F52B96",2021.0082191780823
"OXON-F52BC3",2021.0054794520547
"OXON-F52D81",2021.013698630137
"OXON-F4F16D",2021.0164383561644
"OXON-F4FBC9",2021.027397260274
"OXON-F4FBE7",2021.027397260274
"OXON-F4FC6C",2021.0164383561644
"OXON-F4FD5A",2021.0191780821917
"OXON-F50318",2021.0246575342467
"OXON-F5057C",2021.021917808219
"OXON-F5059A",2021.0246575342467
"OXON-F507A3",2021.027397260274
"OXON-F50A7D",2021.021917808219
"OXON-F50C4A",2021.021917808219
"OXON-F5112C",2021.027397260274
"OXON-F537A0",2020.9918032786886
"OXON-F53861",2021.0082191780823
"OXON-F53AA7",2021.0082191780823
"OXON-F53F02",2021.0191780821917
"OXON-F54718",2021.0328767123287
"OXON-F54402",2021.0191780821917
"OXON-F544C6",2021.0191780821917
"OXON-F54930",2021.027397260274
"OXON-F55498",2021.0328767123287
"OXON-F5552C",2021.0328767123287
"OXON-F55A4B",2021.021917808219
"OXON-F56303",2021.0328767123287
"OXON-F56A59",2021.0301369863014
"OXON-F5741E",2021.041095890411
"OXON-F57047",2021.041095890411
"OXON-F57FD1",2021.0438356164384
"OXON-F57D7D",2021.0438356164384
"OXON-F57EE3",2021.0465753424658
"OXON-F582AA",2021.0465753424658
"OXON-F583D4",2021.0493150684931
"OXON-F589E1",2021.0520547945205
"OXON-F5C455",2021.0575342465754
"OXON-F5C5CB",2021.054794520548
"OXON-F5C67D",2021.0520547945205
"OXON-F5CA17",2021.0520547945205
"OXON-F5CA71",2021.0575342465754
"OXON-F5CAEA",2021.0520547945205
"OXON-F5CE93",2021.0602739726028
"OXON-F5D287",2021.0493150684931
"OXON-F5D375",2021.0602739726028
"OXON-F5E6B7",2021.0630136986301
"OXON-F5E6F3",2021.0657534246575
"OXON-F5E7B4",2021.0575342465754
"OXON-F5E875",2021.0657534246575
"OXON-F5EF70",2021.0684931506848
"OXON-F5F49E",2021.0109589041097
"OXON-F5F63E",2021.0246575342467
"OXON-F5F66B",2021.021917808219
"OXON-F5F908",2021.0301369863014
"OXON-F5FAF6",2021.027397260274
"OXON-F5FB11",2021.027397260274
"OXON-F5FB5D",2021.0383561643835
"OXON-F5FE90",2021.041095890411
"OXON-F60096",2021.0493150684931
"OXON-F60166",2021.0191780821917
"OXON-F601DF",2021.027397260274
"OXON-F60421",2021.0438356164384
"OXON-F605B5",2021.0191780821917
"OXON-F608CB",2021.041095890411
"OXON-F60B3B",2021.0684931506848
"OXON-F60C92",2021.0684931506848
"OXON-F60DBD",2021.0684931506848
"OXON-F60EAB",2021.0684931506848
"OXON-F61077",2021.0657534246575
"OXON-F610D1",2021.0493150684931
"OXON-F6150F",2021.0164383561644
"OXON-F61AD3",2021.0657534246575
"OXON-F61745",2021.0712328767124
"OXON-F61BA3",2021.0712328767124
"OXON-F61CCE",2021.0712328767124
"OXON-F61DDA",2021.0712328767124
"OXON-F62173",2021.0794520547945
"OXON-F623D7",2021.0767123287671
